meter_id,owner_id,wallet,kwh,window_epoch,mint_sig,slot,confirmed,grid_balance,delivered_onchain
61d63936-4309-4c7f-b40c-38618d596567,5328db9f-a816-48ce-b202-4c6ec1c9adde,2v8zUXsPpDb6ZWDqCA4dVL2Cw3qYYCfeVMiWY5TGFkyc,5.0,1783693800,26BaMFdvYeqRHmLNPTyXydhncPC4SUv5zdUPqtuTWZoTdZjPsW6PXy1QjkXQN6gvqnmuffp72ZAoqJzj8ov13JKe,593,True,5.0,True
23dd8dec-940b-4ba8-8e72-39d673f024e3,0b5d5e49-cdfe-4467-9483-8b33332cfc93,Cn3seTJL9YnrAKE8nBAdgyhoQakEJhxLgUPT7j9JV8gS,5.0,1783693800,3Yu3nVN7Htq2QBWUiQgiYpanYSL1gEpVBxpgXGBoFfcxqWFDDXcUqU97XUg1xSy4S4jPiFE2XYj9rNiTRcxQnSTG,572,True,5.0,True
8d478694-f688-484f-b2a9-ee43b57df88a,9f241e9b-1ea2-46b2-ae68-368dcd9254dd,42FXke6mBfQaJCC2tuBxF2H6P6NpG7gADoTorbUHUyxE,5.0,1783693800,53ZTUZD6HNERhdoaNbWhzh3TeXhL76aFJ5f8g42uW7WRu58thQ7mhzzhLNHMqxF6jtmjDRXj8qCiLqbxFWdSBvS3,593,True,5.0,True
f44b558a-07a2-4682-8bc9-e5fb3a66aa14,0ddb6c67-be64-40f6-897a-fda663992ddc,8ocFZXvFM3ir3st1YHa9kMCCjdkDRQLUPgznn9RSersx,5.0,1783693800,5KxmmkiTFvEDjPBG1pxBoZETPmCQ5yN9fXqeUaCXcYH9JEUMT81abRAcBr7DiLtCr7Wm2j7AevaNwjcFMpPCgi9n,572,True,5.0,True
781d6201-1b7b-459f-b780-3717b8ce48c3,a89b84b0-df6b-438b-8679-56e773eba97c,8zxjLLe5MWi69RdxiF5uZXJXm2TrARnUUDuHSv11Km3,5.0,1783693800,hDgoMf54pVyWL4gGKcZJav8eerEYTWRwpJvsujEZxPrXKYKETFgJcfqoBmkiJ4CTqFdXHqE4ouEmxvf8wTu78W9,593,True,5.0,True
e58fe784-0a76-42de-919d-3e2811e904e1,95871331-e60d-4cff-bbbd-ce22c320a9a5,6mhijpARakZfxa7aHRdwc4c9ZFPG9oQYxS41U1k9B1jD,5.0,1783693800,3Xe9Si2a1orrSTmoK4wgRz3WwSits4bPp4KRCG77Q8amPXAmPSQBkhpVYmdCX4GtbkDTX3dc2Dgg76jvYPSqdr4q,572,True,5.0,True
6856c0fc-a02f-406c-b5a9-8e014230af4c,530d0361-ebce-4442-9e8f-8f27338f3018,4dVB5XQjUyefbjDQ5PWUsr9zFfGssFNg2it3UHj56Nc2,5.0,1783693800,2aHaevceDhr19XbRs1qDjjDSpsqeukYf4VB1sGudQt43AhgLzo8pCx3GXbZZ7XtJr7aRPEgyzE2WTcxgEAMuZWih,593,True,5.0,True
7e318fae-f658-4244-aa0c-5971136d0cc7,a3c33547-6234-451d-85ed-5cff99e6b7db,6s56UUtBXagP6S6aDBVAjpC9RfKLpTEvE98mQPaGdXtb,5.0,1783693800,436hx3rG7gow5pAPYe98gwzadCRYm3VPTwuD4hsHBf51ek8xF3BdooevASPKnkPDNWE6fN6CKn3Q7QrXPwMagmfR,593,True,5.0,True
80120786-6dcb-4cb0-bf4c-51d9f7959410,5cb02758-e4f2-4430-9891-d148c677fee5,Gy96x9Jzc86Sz2B2T1mR1fWLJk79c2TP6gwKWWb2rHcB,5.0,1783693800,4GV6h5nnQTVbucUsxV2Touqko9YsnPHyoCnKDW1YJuRwXdTJ87oevfGdDZfCRETkpX47eHdJpeTtdaeX4putrSqL,593,True,5.0,True
7a1a7077-8e46-4841-b509-174f509588c2,cb1aebae-c064-4b8c-815a-4ea1b51a00d6,HmrdSKxivKuSXSiCnmov18h3yk7B8LC2EJFmvuYAfSAn,5.0,1783693800,479U4RSyatUFKD7yVTDPoLUdPTzQZo7GnKY1VmCuLmBwedbVy5GxakgrDLcdPQEtzzkjz7x48dm1WegonwT6e8tY,593,True,5.0,True
3f9abf23-fc0d-40a1-b101-074420fa2708,255fa602-4756-4e4e-b437-4b68a411758b,GDY7zbM2gQWEK2bnTDspw528w89Mhypvf2ivkCoCJpCp,5.0,1783693800,5rDNc6wDbXKZiZFuromATpQhntg8HWFnuPnQhi23S2jhXhw6Ya9qkpwKZtXn1FZouZdsFms7aHTFzWeWSpLh7Mp1,593,True,5.0,True
810215f3-5182-4a18-997a-1ddb41f7f62e,5cac8093-b952-4360-8080-9c0664f7791d,DtiEkjQpLVbdsRi8MY3G4yMyxLsvQohXNYEHgzNYhjFa,5.0,1783693800,2jXDfXsFhZeD95nU5u7JdWXknRzGofr6g2qtMC7TsDvLwFvQNdYu7d68gkx8UtywpYVHq8KyFk41hqNykY5ejc7S,593,True,5.0,True
b3452ceb-1ac9-4575-90ef-f849ff1d1cbb,1e26288e-fafc-44d7-abe0-050d6b7d46db,GsPqjXz5rtMExvaWWFo9R7BD5pGMKbz9ATsXPR8cLk7U,5.0,1783693800,5M7DLj3eWpkBdFYDxQg4ea4cUCQEwDFui6UiwvzYUk3fiw7tcvqKLahbJL6WW3HTMaZKtnMmbRysaGkaPiiGEMZa,592,True,5.0,True
03dabcbb-e934-477d-aa6e-c9b99719d35b,ece86279-67c1-47d6-bc8c-67b72127c893,B8jUrFtWWgJgFwG56VVac8Q1dhLRUer1dDjpWVcbd2gY,5.0,1783693800,5zt5bUGBUMQR7MN8hp6AW4ox62PtwZf21sbQaFHLP8vZZ8XLke83UWCe3hYAfePH826C7t17UF7yNNri8hvUmT67,592,True,5.0,True
a1912db8-18ce-40da-ab8f-be8324899d04,8b447673-13f3-457d-8ac7-99e2d15e6757,AibqRTpbyNvFRWk3tXGmWw7aw1fcAUqrfv1R5JYA59qN,5.0,1783693800,2o3fa4BCGy6h8vcYDrZfirfwiL1AiUxBqSbJNc84uJyspqoFEfGUwzpYUrNDkcKrkJnxLsBeDbdnQ1Sb9Riesp6,593,True,5.0,True
08157094-8a26-431a-a35d-f3e1d8bfc871,ab6f389e-7752-4b1d-89be-952e305ebd3c,2xkXMLxMjbyTaXZY3yAz2U7Nic3NJsfTToeMPzF7nA9e,5.0,1783693800,4PWfJKT5NjmoZPSCunALXaDo59jBbfAeWvHnEjBhkq1b9vKJraQTmt7iTvDj5ksSpjHYW5MepkHwYLHMdUZZrmwr,593,True,5.0,True
04dac85e-35f9-4513-b1f7-f5f076d09794,613951c6-ce7e-4f4b-ac6a-b38bbcebd6f9,2kDuyGTMjxrZBSfgFMjWnwfLMDLuuwicMavg7aEktpRW,5.0,1783693800,3kPy9vzNyhkCiT6XmCvhgsjUakbT3xtZCV7bLowi9mDqQBSuvHC5tcieEC7dSRm8c12tYVAY9QDAiqjrwoAGv74p,593,True,5.0,True
97401cc8-5c15-4aca-9699-c2ceb0a7620c,c14b68fe-e937-4d75-b649-cbd9422eac86,9gKjkVykt7yJxqGCCcr5UwckLNKgiWEkXY77ZbvHvKvj,5.0,1783693800,5BcJtidYuDVspXoVD82FaHzhzqqbVMPALbCsy1UmBZoYPiLdd8oUQ31WTg6CG3wHS88h4CdFz3b5pbCXwmLkYJnJ,593,True,5.0,True
c37c59fa-a1df-43cf-b4dc-603bdfeba8c5,adac9f39-03e5-493b-8318-364824a9a6ea,6EmWtajH8CkicPaKjud1V4LQdGU1d8o57HfPfR15R4YY,5.0,1783693800,5cMXLhEV9boEjufBzaWEKUCPWB9p44RKaA8kk3up37X4iuoGHqvhNyUqhjVX3aL4qKoFYjekQL96YPqjgBNpyhor,593,True,5.0,True
17e6c9a4-da26-4892-b316-46c0441c4e2d,3bd6698c-7490-41db-9c6a-bbc15b21a14e,F3sVKYVdrNuhpKPDrhWhYnW7HojSt1Wcbr7R8qyNhxri,5.0,1783693800,3PCDH5mbq3ZSeFtM9C3PB2Cmg8rV2ZJsHWnDDfC1si4J9M76w83RixYHArCJWELANHy6RbReDFxFR3be5w5awmZS,593,True,5.0,True
